Time,Potential gravitational energy
302.483,26955.3
302.5,26641.9
302.517,26325.9
302.533,26007.2
302.55,25685.8
302.567,25361.7
302.583,25035
302.6,24705.5
302.617,24373.4
302.633,24038.6
302.65,23701.1
302.667,23360.9
302.683,23018.1
302.7,22672.6
302.717,22324.4
302.733,21973.5
302.75,21619.9
302.767,21263.6
302.783,20904.7
302.8,20543.1
302.817,20178.8
302.833,19811.8
302.85,19442.1
302.867,19069.8
302.883,18694.7
302.9,18317
302.917,17936.6
302.933,17553.5
302.95,17167.8
302.967,16779.3
302.983,16388.2
303,15994.4
303.017,15597.9
303.033,15198.8
303.05,14796.9
303.067,14392.4
303.083,13985.2
303.1,13575.3
303.117,13162.7
303.133,12747.4
303.15,12329.5
303.167,11908.9
303.183,11485.6
303.2,11059.6
303.217,10630.9
303.233,10199.5
303.25,9765.51
303.267,9328.8
303.283,8889.4
303.3,8447.32
303.317,8002.56
303.333,7555.12
303.35,7104.99
303.367,6652.19
303.383,6196.7
303.4,5738.53
303.417,5277.67
303.433,4814.14
303.45,4347.92
303.467,3879.02
303.483,3879.02
303.5,4347.92
303.517,4814.14
303.533,5277.67
303.55,5738.53
303.567,6196.7
303.583,6652.19
303.6,7104.99
303.617,7555.12
303.633,8002.56
303.65,8447.32
303.667,8889.4
303.683,9328.8
303.7,9765.52
303.717,10199.5
303.733,10630.9
303.75,11059.6
303.767,11485.6
303.783,11908.9
303.8,12329.5
303.817,12747.4
303.833,13162.7
303.85,13575.3
303.867,13985.2
303.883,14392.4
303.9,14796.9
303.917,15198.8
303.933,15597.9
303.95,15994.4
303.967,16388.2
303.983,16779.3
304,17167.8
304.017,17553.5
304.033,17936.6
304.05,18317
304.067,18694.7
304.083,19069.8
304.1,19442.1
304.117,19811.8
304.133,20178.8
304.15,20543.1
304.167,20904.7
304.183,21263.6
304.2,21619.9
304.217,21973.5
304.233,22324.4
304.25,22672.6
304.267,23018.1
304.283,23360.9
304.3,23701.1
304.317,24038.6
304.333,24373.4
304.35,24705.5
304.367,25035
304.383,25361.7
304.4,25685.8
304.417,26007.2
304.433,26325.9
304.45,26641.9
304.467,26955.3
304.483,27265.9
304.5,27573.9
304.517,27879.2
304.533,28181.8
304.55,28481.8
304.567,28779
304.583,29073.6
304.6,29365.5
304.617,29654.7
304.633,29941.2
304.65,30225.1
304.667,30506.2
304.683,30784.7
304.7,31060.5
304.717,31333.6
304.733,31604
304.75,31871.8
304.767,32136.9
304.783,32399.3
304.8,32659
304.817,32916
304.833,33170.3
304.85,33422
304.867,33671
304.883,33917.3
304.9,34160.9
304.917,34401.8
304.933,34640.1
304.95,34875.6
304.967,35108.5
304.983,35338.7
305,35566.3
305.017,35791.1
305.033,36013.3
305.05,36232.7
305.067,36449.5
305.083,36663.7
305.1,36875.1
305.117,37083.8
305.133,37289.9
305.15,37493.3
305.167,37694
305.183,37892
305.2,38087.4
305.217,38280
305.233,38470
305.25,38657.3
305.267,38841.9
305.283,39023.8
305.3,39203.1
305.317,39379.6
305.333,39553.5
305.35,39724.7
305.367,39893.2
305.383,40059.1
305.4,40222.2
305.417,40382.7
305.433,40540.5
305.45,40695.6
305.467,40848.1
305.483,40997.8
305.5,41144.9
305.517,41289.3
305.533,41431
305.55,41570
305.567,41706.3
305.583,41840
305.6,41970.9
305.617,42099.2
305.633,42224.8
305.65,42347.8
305.667,42468
305.683,42585.6
305.7,42700.5
305.717,42812.7
305.733,42922.2
305.75,43029
305.767,43133.2
305.783,43234.7
305.8,43333.4
305.817,43429.6
305.833,43523
305.85,43613.7
305.867,43701.8
305.883,43787.2
305.9,43869.9
305.917,43949.9
305.933,44027.2
305.95,44101.9
305.967,44173.8
305.983,44243.1
306,44309.7
306.017,44373.7
306.033,44434.9
306.05,44493.5
306.067,44549.3
306.083,44602.5
306.1,44653.1
306.117,44700.9
306.133,44746
306.15,44788.5
306.167,44828.3
306.183,44865.4
306.2,44899.8
306.217,44931.6
306.233,44960.6
306.25,44987
306.267,45010.7
306.283,45031.7
306.3,45050.1
306.317,45065.7
306.333,45078.7
306.35,45089
306.367,45096.6
306.383,45101.5
306.4,45103.7
306.417,45103.3
306.433,45100.2
306.45,45094.4
306.467,45085.9
306.483,45074.7
306.5,45060.9
306.517,45044.3
306.533,45025.1
306.55,45003.2
306.567,44978.6
306.583,44951.4
306.6,44921.4
306.617,44888.8
306.633,44853.5
306.65,44815.5
306.667,44774.8
306.683,44731.5
306.7,44685.5
306.717,44636.7
306.733,44585.3
306.75,44531.3
306.767,44474.5
306.783,44415.1
306.8,44352.9
306.817,44288.1
306.833,44220.6
306.85,44150.5
306.867,44077.6
306.883,44002.1
306.9,43923.9
306.917,43842.9
306.933,43759.4
306.95,43673.1
306.967,43584.2
306.983,43492.5
307,43398.2
307.017,43301.2
307.033,43201.6
307.05,43099.2
307.067,42994.2
307.083,42886.5
307.1,42776.1
307.117,42663
307.133,42547.2
307.15,42428.8
307.167,42307.6
307.183,42183.8
307.2,42057.3
307.217,41928.2
307.233,41796.3
307.25,41661.8
307.267,41524.5
307.283,41384.6
307.3,41242.1
307.317,41096.8
307.333,40948.8
307.35,40798.2
307.367,40644.9
307.383,40488.9
307.4,40330.2
307.417,40168.9
307.433,40004.8
307.45,39838.1
307.467,39668.7
307.483,39496.6
307.5,39321.9
307.517,39144.4
307.533,38964.3
307.55,38781.5
307.567,38596
307.583,38407.8
307.6,38216.9
307.617,38023.4
307.633,37827.2
307.65,37628.3
307.667,37426.7
307.683,37222.4
307.7,37015.4
307.717,36805.8
307.733,36593.5
307.75,36378.5
307.767,36160.8
307.783,35940.5
307.8,35717.4
307.817,35491.7
307.833,35263.3
307.85,35032.2
307.867,34798.4
307.883,34562
307.9,34322.9
307.917,34081
307.933,33836.5
307.95,33589.4
307.967,33339.5
307.983,33087
308,32831.7
308.017,32573.8
308.033,32313.2
308.05,32050
308.067,31784
308.083,31515.4
308.1,31244.1
308.117,30970.1
308.133,30693.4
308.15,30414
308.167,30132
308.183,29847.2
308.2,29559.8
308.217,29269.7
308.233,28977
308.25,28681.5
308.267,28383.4
308.283,28082.6
308.3,27779.1
308.317,27472.9
308.333,27164
308.35,26852.5
308.367,26538.2
308.383,26221.3
308.4,25901.7
308.417,25579.5
308.433,25254.5
308.45,24926.9
308.467,24596.5
308.483,24263.5
308.5,23927.9
308.517,23589.5
308.533,23248.4
308.55,22904.7
308.567,22558.3
308.583,22209.2
308.6,21857.4
308.617,21503
308.633,21145.8
308.65,20786
308.667,20423.5
308.683,20058.3
308.7,19690.5
308.717,19319.9
308.733,18946.7
308.75,18570.8
308.767,18192.2
308.783,17810.9
308.8,17426.9
308.817,17040.3
308.833,16651
308.85,16259
308.867,15864.3
308.883,15466.9
308.9,15066.9
308.917,14664.1
308.933,14258.7
308.95,13850.6
308.967,13439.8
308.983,13026.4
309,12610.2
309.017,12191.4
309.033,11769.9
309.05,11345.7
309.067,10918.8
309.083,10489.3
309.1,10057
309.117,9622.13
309.133,9184.53
309.15,8744.25
309.167,8301.29
309.183,7855.65
309.2,7407.32
309.217,6956.31
309.233,6502.62
309.25,6046.25
309.267,5587.2
309.283,5125.46
309.3,4661.04
309.317,4193.95
309.333,3951.33
309.35,3954.17
309.367,3975.29
309.383,3993.74
309.4,4009.5
309.417,4022.58
309.433,4032.98
309.45,4040.7
309.467,4045.73
309.483,4048.09
309.5,4047.76
309.517,4044.75
309.533,4039.05
309.55,4030.68
309.567,4019.62
309.583,4005.88
309.6,3989.46
309.617,3980.79
309.633,3981.52
309.65,3982.1
309.667,3981.84
309.683,3980.94
309.7,3979.61
309.717,3978
309.733,3976.21
309.75,3974.31
309.767,3972.33
309.783,3970.3
309.8,3968.24
309.817,3966.15
309.833,3964.06
309.85,3961.95
309.867,3959.84
309.883,3957.72
309.9,3955.61
309.917,3953.49
309.933,3951.37
309.95,3949.25
309.967,3947.12
309.983,3945
310,3942.88
310.017,3940.76
310.033,3940.76
310.05,3941.54
310.067,3939.64
310.083,3939.64
310.1,3941.54
310.117,3940.76
310.133,3940.76
310.15,3941.54
310.167,3939.64
310.183,3939.64
310.2,3941.55
310.217,3940.76
310.233,3940.77
310.25,3941.55
310.267,3939.65
310.283,4027.85
310.3,4206.6
310.317,4383.09
310.333,4556.9
310.35,4728.03
310.367,4896.48
310.383,5062.24
310.4,5225.33
310.417,5385.73
310.433,5543.45
310.45,5698.48
310.467,5850.84
310.483,6000.51
310.5,6147.5
310.517,6291.81
310.533,6433.44
310.55,6572.38
310.567,6708.65
310.583,6842.23
310.6,6973.13
310.617,7101.34
310.633,7226.88
310.65,7349.73
310.667,7469.91
310.683,7587.4
310.7,7702.2
310.717,7814.33
310.733,7923.77
310.75,8030.53
310.767,8134.61
310.783,8236.01
310.8,8334.73
310.817,8430.76
310.833,8524.11
310.85,8614.78
310.867,8702.77
310.883,8788.08
310.9,8870.7
310.917,8950.65
310.933,9027.91
310.95,9102.48
310.967,9174.38
310.983,9243.6
311,9310.13
311.017,9373.98
311.033,9435.15
311.05,9493.63
311.067,9549.44
311.083,9602.56
311.1,9653
311.117,9700.76
311.133,9745.84
311.15,9788.23
311.167,9827.95
311.183,9864.98
311.2,9899.33
311.217,9931
311.233,9959.98
311.25,9986.28
311.267,10009.9
311.283,10030.8
311.3,10049.1
311.317,10064.7
311.333,10077.6
311.35,10087.8
311.367,10095.3
311.383,10100.2
311.4,10102.3
311.417,10101.8
311.433,10098.6
311.45,10092.7
311.467,10084.2
311.483,10072.9
311.5,10059
311.517,10042.4
311.533,10023.1
311.55,10001.1
311.567,9976.48
311.583,9949.15
311.6,9919.13
311.617,9886.43
311.633,9851.05
311.65,9812.99
311.667,9772.24
311.683,9728.82
311.7,9682.71
311.717,9633.92
311.733,9582.44
311.75,9528.29
311.767,9471.45
311.783,9411.94
311.8,9349.74
311.817,9284.85
311.833,9217.29
311.85,9147.04
311.867,9074.11
311.883,8998.5
311.9,8920.21
311.917,8839.24
311.933,8755.58
311.95,8669.24
311.967,8580.23
311.983,8488.52
312,8394.14
312.017,8297.07
312.033,8197.33
312.05,8094.9
312.067,7989.78
312.083,7881.99
312.1,7771.52
312.117,7658.36
312.133,7542.52
312.15,7424
312.167,7302.8
312.183,7178.91
312.2,7052.34
312.217,6923.1
312.233,6791.16
312.25,6656.55
312.267,6519.26
312.283,6379.28
312.3,6236.62
312.317,6091.28
312.333,5943.26
312.35,5792.55
312.367,5639.17
312.383,5483.1
312.4,5324.35
312.417,5162.92
312.433,4998.8
312.45,4832.01
312.467,4662.53
312.483,4490.37
312.5,4315.53
312.517,4138
312.533,3957.8
312.55,3957.8
312.567,4138
312.583,4315.53
312.6,4490.37
312.617,4662.53
312.633,4832.01
312.65,4998.8
312.667,5162.92
312.683,5324.35
312.7,5483.1
312.717,5639.17
312.733,5792.56
312.75,5943.26
312.767,6091.28
312.783,6236.62
312.8,6379.28
312.817,6519.26
312.833,6656.55
312.85,6791.17
312.867,6923.1
312.883,7052.35
312.9,7178.91
312.917,7302.8
312.933,7424
312.95,7542.52
312.967,7658.36
312.983,7771.52
313,7882
313.017,7989.79
313.033,8094.9
313.05,8197.33
313.067,8297.08
313.083,8394.15
313.1,8488.53
313.117,8580.23
313.133,8669.25
313.15,8755.59
313.167,8839.25
313.183,8920.22
313.2,8998.51
313.217,9074.12
313.233,9147.05
313.25,9217.3
313.267,9284.86
313.283,9349.74
313.3,9411.94
313.317,9471.46
313.333,9528.3
313.35,9582.45
313.367,9633.93
313.383,9682.72
313.4,9728.82
313.417,9772.25
313.433,9813
313.45,9851.06
313.467,9886.44
313.483,9919.14
313.5,9949.16
313.517,9976.49
313.533,10001.1
313.55,10023.1
313.567,10042.4
313.583,10059
313.6,10072.9
313.617,10084.2
313.633,10092.7
313.65,10098.6
313.667,10101.8
313.683,10102.3
313.7,10100.2
313.717,10095.3
313.733,10087.8
313.75,10077.6
313.767,10064.7
313.783,10049.1
313.8,10030.9
313.817,10009.9
313.833,9986.29
313.85,9959.99
313.867,9931
313.883,9899.33
313.9,9864.99
313.917,9827.95
313.933,9788.24
313.95,9745.85
313.967,9700.77
313.983,9653.01
314,9602.57
314.017,9549.44
314.033,9493.64
314.05,9435.15
314.067,9373.98
314.083,9310.13
314.1,9243.6
314.117,9174.38
314.133,9102.49
314.15,9027.91
314.167,8950.65
314.183,8870.71
314.2,8788.08
314.217,8702.78
314.233,8614.79
314.25,8524.12
314.267,8430.76
314.283,8334.73
314.3,8236.02
314.317,8134.62
314.333,8030.54
314.35,7923.77
314.367,7814.33
314.383,7702.2
314.4,7587.4
314.417,7469.91
314.433,7349.73
314.45,7226.88
314.467,7101.35
314.483,6973.13
314.5,6842.23
314.517,6708.65
314.533,6572.38
314.55,6433.44
314.567,6291.81
314.583,6147.5
314.6,6000.51
314.617,5850.84
314.633,5698.48
314.65,5543.45
314.667,5385.73
314.683,5225.33
314.7,5062.24
314.717,4896.48
314.733,4728.03
314.75,4556.9
314.767,4383.09
314.783,4206.6
314.8,4027.43
314.817,4027.43
314.833,4206.6
314.85,4383.09
314.867,4556.9
314.883,4728.03
314.9,4896.48
314.917,5062.24
314.933,5225.33
314.95,5364.86
314.967,5481.33
314.983,5595.6
315,5707.2
315.017,5816.11
315.033,5922.34
315.05,6025.89
315.067,6126.76
315.083,6224.94
315.1,6320.44
315.117,6413.27
315.133,6503.4
315.15,6590.86
315.167,6675.64
315.183,6757.73
315.2,6837.14
315.217,6913.87
315.233,6987.92
315.25,7059.28
315.267,7127.97
315.283,7193.97
315.3,7257.29
315.317,7317.92
315.333,7375.88
315.35,7431.15
315.367,7483.74
315.383,7533.65
315.4,7580.88
315.417,7625.43
315.433,7667.29
315.45,7706.47
315.467,7742.97
315.483,7776.79
315.5,7807.93
315.517,7836.38
315.533,7862.15
315.55,7885.24
315.567,7905.65
315.583,7923.38
315.6,7938.42
315.617,7950.79
315.633,7960.47
315.65,7967.46
315.667,7971.78
315.683,7973.42
315.7,7972.37
315.717,7968.64
315.733,7962.23
315.75,7953.14
315.767,7941.36
315.783,7926.9
315.8,7909.76
315.817,7889.94
315.833,7867.44
315.85,7842.26
315.867,7814.39
315.883,7783.84
315.9,7750.61
315.917,7714.7
315.933,7676.1
315.95,7634.83
315.967,7590.87
315.983,7544.23
316,7494.91
316.017,7442.9
316.033,7388.22
316.05,7330.85
316.067,7270.8
316.083,7208.07
316.1,7142.65
316.117,7074.56
316.133,7003.78
316.15,6930.32
316.167,6854.18
316.183,6775.35
316.2,6693.85
316.217,6609.66
316.233,6522.79
316.25,6433.24
316.267,6341.01
316.283,6246.09
316.3,6148.5
316.317,6048.22
316.333,5945.26
316.35,5839.61
316.367,5731.29
316.383,5620.28
316.4,5506.59
316.417,5390.22
316.433,5271.17
316.45,5149.43
316.467,5025.02
316.483,4897.92
316.5,4768.14
316.517,4635.68
316.533,4500.53
316.55,4362.71
316.567,4222.2
316.583,4079.01
316.6,3933.14
316.617,3933.14
316.633,4079.01
316.65,4222.2
316.667,4362.71
316.683,4500.53
316.7,4635.68
316.717,4768.14
316.733,4897.92
316.75,5025.02
316.767,5149.43
316.783,5271.17
316.8,5390.22
316.817,5506.59
316.833,5620.28
316.85,5731.29
316.867,5839.61
316.883,5945.26
316.9,6048.22
316.917,6148.5
316.933,6246.09
316.95,6341.01
316.967,6433.24
316.983,6522.79
317,6609.66
317.017,6693.85
317.033,6767.42
317.05,6830.83
317.067,6892.03
317.083,6950.55
317.1,7006.38
317.117,7059.53
317.133,7110
317.15,7157.79
317.167,7202.9
317.183,7245.32
317.2,7285.07
317.217,7322.13
317.233,7356.5
317.25,7388.2
317.267,7417.22
317.283,7443.55
317.3,7467.2
317.317,7488.17
317.333,7506.46
317.35,7522.06
317.367,7534.98
317.383,7545.23
317.4,7552.79
317.417,7557.66
317.433,7559.86
317.45,7559.37
317.467,7556.2
317.483,7550.35
317.5,7541.82
317.517,7530.61
317.533,7516.71
317.55,7500.13
317.567,7480.87
317.583,7458.93
317.6,7434.31
317.617,7407
317.633,7377.01
317.65,7344.34
317.667,7308.99
317.683,7270.96
317.7,7230.24
317.717,7186.84
317.733,7140.76
317.75,7092
317.767,7040.56
317.783,6986.43
317.8,6929.63
317.817,6870.14
317.833,6807.97
317.85,6743.11
317.867,6675.58
317.883,6605.36
317.9,6532.46
317.917,6456.88
317.933,6378.62
317.95,6297.67
317.967,6214.05
317.983,6127.74
318,6038.75
318.017,5947.07
318.033,5852.72
318.05,5755.68
318.067,5655.96
318.083,5553.56
318.1,5448.48
318.117,5340.72
318.133,5230.27
318.15,5117.14
318.167,5001.33
318.183,4882.84
318.2,4761.67
318.217,4637.81
318.233,4511.27
318.25,4382.05
318.267,4250.15
318.283,4115.57
318.3,3978.3
318.317,3978.3
318.333,4115.57
318.35,4250.15
318.367,4382.05
318.383,4511.27
318.4,4637.81
318.417,4761.67
318.433,4882.84
318.45,5001.33
318.467,5117.14
318.483,5230.27
318.5,5340.72
318.517,5448.48
318.533,5553.56
318.55,5655.97
318.567,5755.68
318.583,5852.72
318.6,5947.07
318.617,6038.75
318.633,6127.74
318.65,6214.05
318.667,6297.67
318.683,6378.62
318.7,6456.88
318.717,6532.46
318.733,6605.36
318.75,6675.58
318.767,6743.11
318.783,6807.97
318.8,6870.14
318.817,6929.63
318.833,6986.44
318.85,7034.46
318.867,7074.15
318.883,7111.61
318.9,7146.38
318.917,7178.47
318.933,7207.88
318.95,7234.61
318.967,7258.66
318.983,7280.02
319,7298.7
319.017,7314.7
319.033,7328.02
319.05,7338.66
319.067,7346.61
319.083,7351.88
319.1,7354.47
319.117,7354.38
319.133,7351.61
319.15,7346.15
319.167,7338.01
319.183,7327.19
319.2,7313.69
319.217,7297.51
319.233,7278.64
319.25,7257.09
319.267,7232.86
319.283,7205.95
319.3,7176.36
319.317,7144.09
319.333,7109.13
319.35,7071.49
319.367,7031.17
319.383,6988.17
319.4,6942.48
319.417,6894.11
319.433,6843.06
319.45,6789.33
319.467,6732.92
319.483,6673.83
319.5,6612.05
319.517,6547.59
319.533,6480.45
319.55,6410.63
319.567,6338.12
319.583,6262.94
319.6,6185.07
319.617,6104.52
319.633,6021.29
319.65,5935.37
319.667,5846.78
319.683,5755.5
319.7,5661.54
319.717,5564.9
319.733,5465.57
319.75,5363.57
319.767,5258.88
319.783,5151.51
319.8,5041.46
319.817,4928.72
319.833,4813.31
319.85,4695.21
319.867,4574.43
319.883,4450.97
319.9,4324.83
319.917,4196
319.933,4064.5
319.95,3930.31
319.967,3930.31
319.983,4064.5
320,4196
320.017,4324.83
320.033,4432.19
320.05,4518.54
320.067,4602.67
320.083,4684.11
320.1,4762.87
320.117,4838.95
320.133,4912.35
320.15,4983.07
320.167,5051.1
320.183,5116.45
320.2,5179.12
320.217,5239.11
320.233,5296.42
320.25,5351.04
320.267,5402.99
320.283,5452.25
320.3,5498.83
320.317,5542.72
320.333,5583.94
320.35,5622.47
320.367,5658.32
320.383,5691.49
320.4,5721.98
320.417,5749.78
320.433,5774.9
320.45,5797.35
320.467,5817.1
320.483,5834.18
320.5,5848.58
320.517,5860.29
320.533,5869.32
320.55,5875.67
320.567,5879.34
320.583,5880.32
320.6,5878.63
320.617,5874.25
320.633,5867.19
320.65,5857.45
320.667,5845.02
320.683,5829.92
320.7,5812.13
320.717,5791.66
320.733,5768.51
320.75,5742.67
320.767,5714.16
320.783,5682.96
320.8,5649.08
320.817,5612.52
320.833,5573.27
320.85,5531.35
320.867,5486.74
320.883,5439.45
320.9,5389.48
320.917,5336.83
320.933,5281.49
320.95,5223.47
320.967,5162.77
320.983,5099.39
321,5033.33
321.017,4964.59
321.033,4893.16
321.05,4819.05
321.067,4742.26
321.083,4662.79
321.1,4580.63
321.117,4495.79
321.133,4408.28
321.15,4318.07
321.167,4225.19
321.183,4129.63
321.2,4031.38
321.217,3930.45
321.233,3930.45
321.25,4031.38
321.267,4129.63
321.283,4225.19
321.3,4318.07
321.317,4408.28
321.333,4485.9
321.35,4551.41
321.367,4614.68
321.383,4675.27
321.4,4733.18
321.417,4788.41
321.433,4840.96
321.45,4890.82
321.467,4938
321.483,4982.5
321.5,5024.32
321.517,5063.46
321.533,5099.91
321.55,5133.68
321.567,5164.77
321.583,5193.18
321.6,5218.91
321.617,5241.95
321.633,5262.31
321.65,5279.99
321.667,5294.99
321.683,5307.31
321.7,5316.94
321.717,5323.9
321.733,5328.17
321.75,5329.75
321.767,5328.66
321.783,5324.89
321.8,5318.43
321.817,5309.29
321.833,5297.47
321.85,5282.97
321.867,5265.78
321.883,5245.91
321.9,5223.37
321.917,5198.14
321.933,5170.22
321.95,5139.63
321.967,5106.35
321.983,5070.39
322,5031.75
322.017,4990.43
322.033,4946.43
322.05,4899.74
322.067,4850.37
322.083,4798.32
322.1,4743.59
322.117,4686.18
322.133,4626.08
322.15,4563.3
322.167,4497.84
322.183,4429.7
322.2,4358.88
322.217,4285.37
322.233,4209.18
322.25,4130.31
322.267,4048.76
322.283,3964.53
322.3,3964.53
322.317,4048.76
322.333,4130.31
322.35,4209.18
322.367,4285.37
322.383,4358.88
322.4,4421.45
322.417,4473.55
322.433,4523.41
322.45,4570.6
322.467,4615.1
322.483,4656.92
322.5,4696.06
322.517,4732.51
322.533,4766.29
322.55,4797.38
322.567,4825.79
322.583,4851.52
322.6,4874.57
322.617,4894.93
322.633,4912.62
322.65,4927.62
322.667,4939.94
322.683,4949.57
322.7,4956.53
322.717,4960.8
322.733,4962.39
322.75,4961.3
322.767,4957.53
322.783,4951.07
322.8,4941.94
322.817,4930.12
322.833,4915.62
322.85,4898.44
322.867,4878.57
322.883,4856.02
322.9,4830.8
322.917,4802.89
322.933,4772.29
322.95,4739.02
322.967,4703.06
322.983,4664.43
323,4623.11
323.017,4579.1
323.033,4532.42
323.05,4483.05
323.067,4431.01
323.083,4376.28
323.1,4318.87
323.117,4258.77
323.133,4196
323.15,4130.54
323.167,4062.4
323.183,3991.58
323.2,3918.08
323.217,3918.08
323.233,3991.58
323.25,4062.4
323.267,4130.54
323.283,4196
323.3,4258.77
323.317,4318.87
323.333,4369.51
323.35,4411.15
323.367,4450.56
323.383,4487.29
323.4,4521.33
323.417,4552.7
323.433,4581.38
323.45,4607.38
323.467,4630.7
323.483,4651.34
323.5,4669.29
323.517,4684.56
323.533,4697.16
323.55,4707.06
323.567,4714.29
323.583,4718.84
323.6,4720.7
323.617,4719.88
323.633,4716.38
323.65,4710.2
323.667,4701.33
323.683,4689.79
323.7,4675.56
323.717,4658.65
323.733,4639.05
323.75,4616.78
323.767,4591.82
323.783,4564.18
323.8,4533.86
323.817,4500.86
323.833,4465.18
323.85,4426.81
323.867,4385.76
323.883,4342.03
323.9,4295.62
323.917,4246.53
323.933,4194.75
323.95,4140.3
323.967,4083.16
323.983,4023.33
324,3960.83
324.017,3960.83
324.033,4023.33
324.05,4083.16
324.067,4140.3
324.083,4194.75
324.1,4246.53
324.117,4289.72
324.133,4324.76
324.15,4357.57
324.167,4387.7
324.183,4415.15
324.2,4439.91
324.217,4461.99
324.233,4481.39
324.25,4498.11
324.267,4512.15
324.283,4523.51
324.3,4532.18
324.317,4538.17
324.333,4541.48
324.35,4542.11
324.367,4540.05
324.383,4535.32
324.4,4527.9
324.417,4517.8
324.433,4505.01
324.45,4489.55
324.467,4471.4
324.483,4450.58
324.5,4427.07
324.517,4400.87
324.533,4372
324.55,4340.44
324.567,4306.21
324.583,4269.29
324.6,4229.68
324.617,4187.4
324.633,4142.43
324.65,4094.79
324.667,4044.46
324.683,3991.45
324.7,3935.75
324.717,3935.75
324.733,3991.44
324.75,4044.46
324.767,4094.79
324.783,4142.43
324.8,4187.4
324.817,4229.68
324.833,4264.57
324.85,4292.51
324.867,4318.22
324.883,4341.24
324.9,4361.58
324.917,4379.24
324.933,4394.22
324.95,4406.52
324.967,4416.13
324.983,4423.06
325,4427.31
325.017,4428.88
325.033,4427.77
325.05,4423.97
325.067,4417.5
325.083,4408.34
325.1,4396.5
325.117,4381.97
325.133,4364.77
325.15,4344.88
325.167,4322.31
325.183,4297.06
325.2,4269.13
325.217,4238.51
325.233,4205.21
325.25,4169.24
325.267,4130.58
325.283,4089.23
325.3,4045.21
325.317,3998.5
325.333,3949.11
325.35,3949.11
325.367,3998.5
325.383,4045.21
325.4,4083.52
325.417,4113.88
325.433,4142.01
325.45,4167.46
325.467,4190.22
325.483,4210.3
325.5,4227.7
325.517,4242.42
325.533,4254.46
325.55,4263.81
325.567,4270.48
325.583,4274.47
325.6,4275.78
325.617,4274.41
325.633,4270.35
325.65,4263.61
325.667,4254.19
325.683,4242.09
325.7,4227.31
325.717,4209.84
325.733,4189.69
325.75,4166.86
325.767,4141.35
325.783,4113.16
325.8,4082.28
325.817,4048.73
325.833,4012.49
325.85,3973.57
325.867,3931.96
325.883,3931.96
325.9,3973.57
325.917,4007.8
325.933,4035.11
325.95,4060.19
325.967,4082.59
325.983,4102.31
326,4119.34
326.017,4133.7
326.033,4145.37
326.05,4154.36
326.067,4160.67
326.083,4164.29
326.1,4165.24
326.117,4163.5
326.133,4159.08
326.15,4151.98
326.167,4142.19
326.183,4129.73
326.2,4114.58
326.217,4096.75
326.233,4076.24
326.25,4053.04
326.267,4027.17
326.283,3998.61
326.3,3967.37
326.317,3933.45
326.333,3933.45
326.35,3967.37
326.367,3998.61
326.383,4027.17
326.4,4053.04
326.417,4076.24
326.433,4096.75
326.45,4113.05
326.467,4125.58
326.483,4135.88
326.5,4143.49
326.517,4148.42
326.533,4150.67
326.55,4150.24
326.567,4147.13
326.583,4141.33
326.6,4132.85
326.617,4121.69
326.633,4107.85
326.65,4091.33
326.667,4072.12
326.683,4050.24
326.7,4025.67
326.717,3998.42
326.733,3968.48
326.75,3935.87
326.767,3935.87
326.783,3968.48
326.8,3998.42
326.817,4025.67
326.833,4050.24
326.85,4069.24
326.867,4083.12
326.883,4094.77
326.9,4103.74
326.917,4110.03
326.933,4113.63
326.95,4114.55
326.967,4112.79
326.983,4108.35
327,4101.23
327.017,4091.42
327.033,4078.94
327.05,4063.77
327.067,4045.92
327.083,4025.38
327.1,4002.17
327.117,3976.27
327.133,3947.69
327.15,3947.69
327.167,3976.27
327.183,3998.74
327.2,4015.54
327.217,4030.1
327.233,4041.99
327.25,4051.19
327.267,4057.71
327.283,4061.55
327.3,4062.7
327.317,4061.18
327.333,4056.97
327.35,4050.08
327.367,4040.51
327.383,4028.26
327.4,4013.32
327.417,3995.7
327.433,3975.4
327.45,3952.42
327.467,3952.42
327.483,3972.66
327.5,3987.92
327.517,4000.94
327.533,4011.29
327.55,4018.95
327.567,4023.93
327.583,4026.23
327.6,4025.85
327.617,4022.78
327.633,4017.03
327.65,4008.6
327.667,3997.49
327.683,3983.7
327.7,3967.22
327.717,3948.07
327.733,3948.07
327.75,3967.22
327.767,3983.7
327.783,3996.1
327.8,4004.89
327.817,4011.44
327.833,4015.3
327.85,4016.49
327.867,4014.99
327.883,4010.81
327.9,4003.94
327.917,3994.4
327.933,3982.17
327.95,3967.27
327.967,3949.68
327.983,3949.68
328,3967.27
328.017,3980.29
328.033,3989.2
328.05,3995.87
328.067,3999.86
328.083,4001.17
328.1,3999.8
328.117,3995.74
328.133,3989
328.15,3979.58
328.167,3967.48
328.183,3952.7
328.2,3935.23
328.217,3935.23
328.233,3950.45
328.25,3961.17
328.267,3969.67
328.283,3975.48
328.3,3978.61
328.317,3979.05
328.333,3976.82
328.35,3971.9
328.367,3964.3
328.383,3954.02
328.4,3941.06
328.417,3941.06
328.433,3954.02
328.45,3963.29
328.467,3969.33
328.483,3973.12
328.5,3974.24
328.517,3972.67
328.533,3968.42
328.55,3961.49
328.567,3951.88
328.583,3939.58
328.6,3939.58
328.617,3951.88
328.633,3960.35
328.65,3965.45
328.667,3968.32
328.683,3968.5
