Time,Acceleration (x)
89.4667,3.49602e-006
89.4833,1.19877e-007
89.5,-3.62151e-006
89.5167,3.50163e-006
89.5333,2.65641e-007
89.55,-3.68527e-006
89.5667,3.46794e-006
89.5833,-3.57692e-006
89.6,-3.19082e-007
89.6167,4.05476e-006
89.6333,-3.8255e-006
89.65,3.5629e-006
89.6667,2.0596e-007
89.6833,-3.61177e-006
89.7,3.36215e-006
89.7167,-3.46786e-006
89.7333,-8.7508e-008
89.75,3.80915e-006
89.7667,-3.57392e-006
89.7833,-1.63336e-007
89.8,3.57009e-006
89.8167,-3.53514e-006
89.8333,3.60782e-006
89.85,1.17252e-007
89.8667,-3.64231e-006
89.8833,3.48646e-006
89.9,-3.34951e-006
89.9167,6.55414e-005
89.9333,-5.7146e-005
89.95,-8.37446e-006
89.9667,3.26411e-006
89.9833,1.67518e-007
90,-3.54892e-006
90.0167,3.50409e-006
90.0333,1.44884e-007
90.05,-3.89199e-006
90.0667,3.87325e-006
90.0833,-3.74324e-006
90.1,-4.09034e-008
90.1167,3.70945e-006
90.1333,-3.76674e-006
90.15,3.65193e-006
90.1667,8.52038e-008
90.1833,-3.54739e-006
90.2,3.54568e-006
90.2167,-3.38795e-006
90.2333,-5.48346e-007
90.25,3.8202e-006
90.2667,-3.43218e-006
90.2833,3.47968e-006
90.3,2.13494e-007
90.3167,-3.6749e-006
90.3333,3.61851e-006
90.35,-5.84051e-008
90.3667,-3.78506e-006
90.3833,3.5618e-006
90.4,-3.44961e-006
90.4167,-1.0158e-007
90.4333,3.78449e-006
90.45,-3.58137e-006
90.4667,3.66598e-006
90.4833,-2.43701e-007
90.5,-3.5817e-006
90.5167,3.65427e-006
90.5333,-3.67609e-006
90.55,-1.94004e-008
90.5667,3.64878e-006
90.5833,-3.52133e-006
90.6,-2.99136e-007
90.6167,3.88839e-006
